f1_score;pct;utility_score;threshold;jaccard;minority_classes
0.2286;0.7;in_degree;3;0.99;[]
0.3864;0.7;out_degree;3;0.99;[]
0.4130;0.7;betweenness;3;0.99;[]
0.4000;0.7;closeness;3;0.99;[]
0.8333;0.7;eigenvector;3;0.99;[]
0.4130;0.7;clustering_coeff;3;0.99;[]
0.3864;0.7;pagerank;3;0.99;[]
0.4863;0.7;hubs;3;0.99;[]
0.2286;0.7;authorities;3;0.99;[]
0.4320;0.7;max_clique;3;0.99;[]
0.3864;0.7;cliques_count;3;0.99;[]
0.4722;0.7;overtime;3;0.99;[]
0.2703;0.7;work_at_weekend;3;0.99;[]
0.4130;0.7;neighborhood_variability_sender;3;0.99;[]
0.4130;0.7;neighborhood_variability_recipient;3;0.99;[]
0.6250;0.7;neighborhood_variability_all;3;0.99;[]
0.5159;0.7;in_degree;4;0.7;[]
0.3864;0.7;out_degree;4;0.7;[]
0.4130;0.7;betweenness;4;0.7;[]
0.4000;0.7;closeness;4;0.7;[]
0.7273;0.7;eigenvector;4;0.7;[]
0.6494;0.7;clustering_coeff;4;0.7;[]
0.7854;0.7;pagerank;4;0.7;[]
0.8224;0.7;hubs;4;0.7;[]
0.7854;0.7;authorities;4;0.7;[]
0.4935;0.7;max_clique;4;0.7;[]
0.3377;0.7;cliques_count;4;0.7;[]
0.6447;0.7;overtime;4;0.7;[]
0.6137;0.7;work_at_weekend;4;0.7;[]
0.7273;0.7;neighborhood_variability_sender;4;0.7;[]
0.6494;0.7;neighborhood_variability_recipient;4;0.7;[]
0.6932;0.7;neighborhood_variability_all;4;0.7;[]
0.5159;0.7;in_degree;4;0.8;[]
0.3864;0.7;out_degree;4;0.8;[]
0.4130;0.7;betweenness;4;0.8;[]
0.4000;0.7;closeness;4;0.8;[]
0.7273;0.7;eigenvector;4;0.8;[]
0.6494;0.7;clustering_coeff;4;0.8;[]
0.7854;0.7;pagerank;4;0.8;[]
0.8224;0.7;hubs;4;0.8;[]
0.7854;0.7;authorities;4;0.8;[]
0.4320;0.7;max_clique;4;0.8;[]
0.3377;0.7;cliques_count;4;0.8;[]
0.6447;0.7;overtime;4;0.8;[]
0.4420;0.7;work_at_weekend;4;0.8;[]
0.4130;0.7;neighborhood_variability_sender;4;0.8;[]
0.6494;0.7;neighborhood_variability_recipient;4;0.8;[]
0.6932;0.7;neighborhood_variability_all;4;0.8;[]
0.5159;0.7;in_degree;4;0.9;[]
0.3377;0.7;out_degree;4;0.9;[]
0.4130;0.7;betweenness;4;0.9;[]
0.4000;0.7;closeness;4;0.9;[]
0.7273;0.7;eigenvector;4;0.9;[]
0.6494;0.7;clustering_coeff;4;0.9;[]
0.3377;0.7;pagerank;4;0.9;[]
0.8224;0.7;hubs;4;0.9;[]
0.5159;0.7;authorities;4;0.9;[]
0.4320;0.7;max_clique;4;0.9;[]
0.3377;0.7;cliques_count;4;0.9;[]
0.4671;0.7;overtime;4;0.9;[]
0.2895;0.7;work_at_weekend;4;0.9;[]
0.4130;0.7;neighborhood_variability_sender;4;0.9;[]
0.4130;0.7;neighborhood_variability_recipient;4;0.9;[]
0.6932;0.7;neighborhood_variability_all;4;0.9;[]
0.5159;0.7;in_degree;4;0.99;[]
0.3377;0.7;out_degree;4;0.99;[]
0.4130;0.7;betweenness;4;0.99;[]
0.4000;0.7;closeness;4;0.99;[]
0.7273;0.7;eigenvector;4;0.99;[]
0.4130;0.7;clustering_coeff;4;0.99;[]
0.3377;0.7;pagerank;4;0.99;[]
0.8224;0.7;hubs;4;0.99;[]
0.5159;0.7;authorities;4;0.99;[]
0.4320;0.7;max_clique;4;0.99;[]
0.3377;0.7;cliques_count;4;0.99;[]
0.4671;0.7;overtime;4;0.99;[]
0.2895;0.7;work_at_weekend;4;0.99;[]
0.4130;0.7;neighborhood_variability_sender;4;0.99;[]
0.4130;0.7;neighborhood_variability_recipient;4;0.99;[]
0.4130;0.7;neighborhood_variability_all;4;0.99;[]
0.5179;0.7;in_degree;5;0.7;[]
0.3377;0.7;out_degree;5;0.7;[]
0.6995;0.7;betweenness;5;0.7;[]
0.4000;0.7;closeness;5;0.7;[]
0.7618;0.7;eigenvector;5;0.7;[]
0.6494;0.7;clustering_coeff;5;0.7;[]
0.5846;0.7;pagerank;5;0.7;[]
0.6667;0.7;hubs;5;0.7;[]
0.6250;0.7;authorities;5;0.7;[]
0.4643;0.7;max_clique;5;0.7;[]
0.3377;0.7;cliques_count;5;0.7;[]
0.4420;0.7;overtime;5;0.7;[]
0.4420;0.7;work_at_weekend;5;0.7;[]
0.6932;0.7;neighborhood_variability_sender;5;0.7;[]
0.5500;0.7;neighborhood_variability_recipient;5;0.7;[]
0.6165;0.7;neighborhood_variability_all;5;0.7;[]
0.5179;0.7;in_degree;5;0.8;[]
0.3377;0.7;out_degree;5;0.8;[]
0.4000;0.7;betweenness;5;0.8;[]
0.4000;0.7;closeness;5;0.8;[]
0.7618;0.7;eigenvector;5;0.8;[]
0.6494;0.7;clustering_coeff;5;0.8;[]
0.5846;0.7;pagerank;5;0.8;[]
0.6667;0.7;hubs;5;0.8;[]
0.6250;0.7;authorities;5;0.8;[]
0.4643;0.7;max_clique;5;0.8;[]
0.3377;0.7;cliques_count;5;0.8;[]
0.4420;0.7;overtime;5;0.8;[]
0.4420;0.7;work_at_weekend;5;0.8;[]
0.6932;0.7;neighborhood_variability_sender;5;0.8;[]
0.5500;0.7;neighborhood_variability_recipient;5;0.8;[]
0.6165;0.7;neighborhood_variability_all;5;0.8;[]
0.5159;0.7;in_degree;5;0.9;[]
0.3377;0.7;out_degree;5;0.9;[]
0.4000;0.7;betweenness;5;0.9;[]
0.4130;0.7;closeness;5;0.9;[]
0.7618;0.7;eigenvector;5;0.9;[]
0.4130;0.7;clustering_coeff;5;0.9;[]
0.3377;0.7;pagerank;5;0.9;[]
0.8052;0.7;hubs;5;0.9;[]
0.6250;0.7;authorities;5;0.9;[]
0.4420;0.7;max_clique;5;0.9;[]
0.3377;0.7;cliques_count;5;0.9;[]
0.4420;0.7;overtime;5;0.9;[]
0.4420;0.7;work_at_weekend;5;0.9;[]
0.4130;0.7;neighborhood_variability_sender;5;0.9;[]
0.4130;0.7;neighborhood_variability_recipient;5;0.9;[]
0.4130;0.7;neighborhood_variability_all;5;0.9;[]
0.5159;0.7;in_degree;5;0.99;[]
0.3377;0.7;out_degree;5;0.99;[]
0.4000;0.7;betweenness;5;0.99;[]
0.4130;0.7;closeness;5;0.99;[]
0.7618;0.7;eigenvector;5;0.99;[]
0.4130;0.7;clustering_coeff;5;0.99;[]
0.3377;0.7;pagerank;5;0.99;[]
0.8052;0.7;hubs;5;0.99;[]
0.6291;0.7;authorities;5;0.99;[]
0.4420;0.7;max_clique;5;0.99;[]
0.3377;0.7;cliques_count;5;0.99;[]
0.4420;0.7;overtime;5;0.99;[]
0.4420;0.7;work_at_weekend;5;0.99;[]
0.4130;0.7;neighborhood_variability_sender;5;0.99;[]
0.4130;0.7;neighborhood_variability_recipient;5;0.99;[]
0.4130;0.7;neighborhood_variability_all;5;0.99;[]
0.5159;0.7;in_degree;6;0.7;[]
0.3562;0.7;out_degree;6;0.7;[]
0.4000;0.7;betweenness;6;0.7;[]
0.5333;0.7;closeness;6;0.7;[]
0.7158;0.7;eigenvector;6;0.7;[]
0.6494;0.7;clustering_coeff;6;0.7;[]
0.3562;0.7;pagerank;6;0.7;[]
0.8712;0.7;hubs;6;0.7;[]
0.5159;0.7;authorities;6;0.7;[]
0.5000;0.7;max_clique;6;0.7;[]
0.3864;0.7;cliques_count;6;0.7;[]
0.4156;0.7;overtime;6;0.7;[]
0.4167;0.7;work_at_weekend;6;0.7;[]
0.5549;0.7;neighborhood_variability_sender;6;0.7;[]
0.4130;0.7;neighborhood_variability_recipient;6;0.7;[]
0.6932;0.7;neighborhood_variability_all;6;0.7;[]
0.5159;0.7;in_degree;6;0.8;[]
0.3562;0.7;out_degree;6;0.8;[]
0.4000;0.7;betweenness;6;0.8;[]
0.5333;0.7;closeness;6;0.8;[]
0.7158;0.7;eigenvector;6;0.8;[]
0.6494;0.7;clustering_coeff;6;0.8;[]
0.3562;0.7;pagerank;6;0.8;[]
0.7273;0.7;hubs;6;0.8;[]
0.5159;0.7;authorities;6;0.8;[]
0.5000;0.7;max_clique;6;0.8;[]
0.3864;0.7;cliques_count;6;0.8;[]
0.4156;0.7;overtime;6;0.8;[]
0.4167;0.7;work_at_weekend;6;0.8;[]
0.5549;0.7;neighborhood_variability_sender;6;0.8;[]
0.4130;0.7;neighborhood_variability_recipient;6;0.8;[]
0.6932;0.7;neighborhood_variability_all;6;0.8;[]
0.5159;0.7;in_degree;6;0.9;[]
0.3562;0.7;out_degree;6;0.9;[]
0.4000;0.7;betweenness;6;0.9;[]
0.6004;0.7;closeness;6;0.9;[]
0.4130;0.7;eigenvector;6;0.9;[]
0.6494;0.7;clustering_coeff;6;0.9;[]
0.3562;0.7;pagerank;6;0.9;[]
0.7273;0.7;hubs;6;0.9;[]
0.5159;0.7;authorities;6;0.9;[]
0.5000;0.7;max_clique;6;0.9;[]
0.3864;0.7;cliques_count;6;0.9;[]
0.4156;0.7;overtime;6;0.9;[]
0.4167;0.7;work_at_weekend;6;0.9;[]
0.5549;0.7;neighborhood_variability_sender;6;0.9;[]
0.4130;0.7;neighborhood_variability_recipient;6;0.9;[]
0.4130;0.7;neighborhood_variability_all;6;0.9;[]
0.5159;0.7;in_degree;6;0.99;[]
0.3562;0.7;out_degree;6;0.99;[]
0.4000;0.7;betweenness;6;0.99;[]
0.6004;0.7;closeness;6;0.99;[]
0.4130;0.7;eigenvector;6;0.99;[]
0.6494;0.7;clustering_coeff;6;0.99;[]
0.3562;0.7;pagerank;6;0.99;[]
0.7273;0.7;hubs;6;0.99;[]
0.5159;0.7;authorities;6;0.99;[]
0.5000;0.7;max_clique;6;0.99;[]
0.3864;0.7;cliques_count;6;0.99;[]
0.4156;0.7;overtime;6;0.99;[]
0.4167;0.7;work_at_weekend;6;0.99;[]
0.5549;0.7;neighborhood_variability_sender;6;0.99;[]
0.4130;0.7;neighborhood_variability_recipient;6;0.99;[]
0.4130;0.7;neighborhood_variability_all;6;0.99;[]
0.5159;0.7;in_degree;7;0.7;[]
0.3562;0.7;out_degree;7;0.7;[]
0.4000;0.7;betweenness;7;0.7;[]
0.4000;0.7;closeness;7;0.7;[]
0.6318;0.7;eigenvector;7;0.7;[]
0.6824;0.7;clustering_coeff;7;0.7;[]
0.4000;0.7;pagerank;7;0.7;[]
0.7854;0.7;hubs;7;0.7;[]
0.5185;0.7;authorities;7;0.7;[]
0.6029;0.7;max_clique;7;0.7;[]
0.3864;0.7;cliques_count;7;0.7;[]
0.4631;0.7;overtime;7;0.7;[]
0.5835;0.7;work_at_weekend;7;0.7;[]
0.4130;0.7;neighborhood_variability_sender;7;0.7;[]
0.5549;0.7;neighborhood_variability_recipient;7;0.7;[]
0.6250;0.7;neighborhood_variability_all;7;0.7;[]
0.5159;0.7;in_degree;7;0.8;[]
0.3562;0.7;out_degree;7;0.8;[]
0.4000;0.7;betweenness;7;0.8;[]
0.4000;0.7;closeness;7;0.8;[]
0.4130;0.7;eigenvector;7;0.8;[]
0.6824;0.7;clustering_coeff;7;0.8;[]
0.4000;0.7;pagerank;7;0.8;[]
0.7854;0.7;hubs;7;0.8;[]
0.5549;0.7;authorities;7;0.8;[]
0.6029;0.7;max_clique;7;0.8;[]
0.3864;0.7;cliques_count;7;0.8;[]
0.4631;0.7;overtime;7;0.8;[]
0.5500;0.7;work_at_weekend;7;0.8;[]
0.4130;0.7;neighborhood_variability_sender;7;0.8;[]
0.4130;0.7;neighborhood_variability_recipient;7;0.8;[]
0.4130;0.7;neighborhood_variability_all;7;0.8;[]
0.5159;0.7;in_degree;7;0.9;[]
0.3562;0.7;out_degree;7;0.9;[]
0.4000;0.7;betweenness;7;0.9;[]
0.4000;0.7;closeness;7;0.9;[]
0.4130;0.7;eigenvector;7;0.9;[]
0.4130;0.7;clustering_coeff;7;0.9;[]
0.4000;0.7;pagerank;7;0.9;[]
0.7854;0.7;hubs;7;0.9;[]
0.5549;0.7;authorities;7;0.9;[]
0.6494;0.7;max_clique;7;0.9;[]
0.3864;0.7;cliques_count;7;0.9;[]
0.4631;0.7;overtime;7;0.9;[]
0.5500;0.7;work_at_weekend;7;0.9;[]
0.4130;0.7;neighborhood_variability_sender;7;0.9;[]
0.4130;0.7;neighborhood_variability_recipient;7;0.9;[]
0.4130;0.7;neighborhood_variability_all;7;0.9;[]
0.5159;0.7;in_degree;7;0.99;[]
0.3562;0.7;out_degree;7;0.99;[]
0.4000;0.7;betweenness;7;0.99;[]
0.4000;0.7;closeness;7;0.99;[]
0.4130;0.7;eigenvector;7;0.99;[]
0.4130;0.7;clustering_coeff;7;0.99;[]
0.4000;0.7;pagerank;7;0.99;[]
0.7854;0.7;hubs;7;0.99;[]
0.5549;0.7;authorities;7;0.99;[]
0.5500;0.7;max_clique;7;0.99;[]
0.3864;0.7;cliques_count;7;0.99;[]
0.4631;0.7;overtime;7;0.99;[]
0.5500;0.7;work_at_weekend;7;0.99;[]
0.4130;0.7;neighborhood_variability_sender;7;0.99;[]
0.4130;0.7;neighborhood_variability_recipient;7;0.99;[]
0.4130;0.7;neighborhood_variability_all;7;0.99;[]
0.3864;0.7;in_degree;8;0.7;[]
0.4808;0.7;out_degree;8;0.7;[]
0.4130;0.7;betweenness;8;0.7;[]
0.4000;0.7;closeness;8;0.7;[]
0.7618;0.7;eigenvector;8;0.7;[]
0.6029;0.7;clustering_coeff;8;0.7;[]
0.3562;0.7;pagerank;8;0.7;[]
0.7273;0.7;hubs;8;0.7;[]
0.4808;0.7;authorities;8;0.7;[]
0.5235;0.7;max_clique;8;0.7;[]
0.4000;0.7;cliques_count;8;0.7;[]
0.4935;0.7;overtime;8;0.7;[]
0.5159;0.7;work_at_weekend;8;0.7;[]
0.4130;0.7;neighborhood_variability_sender;8;0.7;[]
0.4130;0.7;neighborhood_variability_recipient;8;0.7;[]
0.6932;0.7;neighborhood_variability_all;8;0.7;[]
0.3864;0.7;in_degree;8;0.8;[]
0.4808;0.7;out_degree;8;0.8;[]
0.4130;0.7;betweenness;8;0.8;[]
0.4000;0.7;closeness;8;0.8;[]
0.7618;0.7;eigenvector;8;0.8;[]
0.6029;0.7;clustering_coeff;8;0.8;[]
0.3562;0.7;pagerank;8;0.8;[]
0.7273;0.7;hubs;8;0.8;[]
0.4808;0.7;authorities;8;0.8;[]
0.6165;0.7;max_clique;8;0.8;[]
0.4000;0.7;cliques_count;8;0.8;[]
0.4935;0.7;overtime;8;0.8;[]
0.5159;0.7;work_at_weekend;8;0.8;[]
0.4130;0.7;neighborhood_variability_sender;8;0.8;[]
0.4130;0.7;neighborhood_variability_recipient;8;0.8;[]
0.6932;0.7;neighborhood_variability_all;8;0.8;[]
0.3377;0.7;in_degree;8;0.9;[]
0.4808;0.7;out_degree;8;0.9;[]
0.4130;0.7;betweenness;8;0.9;[]
0.4000;0.7;closeness;8;0.9;[]
0.7618;0.7;eigenvector;8;0.9;[]
0.4130;0.7;clustering_coeff;8;0.9;[]
0.3562;0.7;pagerank;8;0.9;[]
0.7273;0.7;hubs;8;0.9;[]
0.4808;0.7;authorities;8;0.9;[]
0.6592;0.7;max_clique;8;0.9;[]
0.4000;0.7;cliques_count;8;0.9;[]
0.4935;0.7;overtime;8;0.9;[]
0.5159;0.7;work_at_weekend;8;0.9;[]
0.4130;0.7;neighborhood_variability_sender;8;0.9;[]
0.4130;0.7;neighborhood_variability_recipient;8;0.9;[]
0.6932;0.7;neighborhood_variability_all;8;0.9;[]
0.3377;0.7;in_degree;8;0.99;[]
0.4808;0.7;out_degree;8;0.99;[]
0.4130;0.7;betweenness;8;0.99;[]
0.4000;0.7;closeness;8;0.99;[]
0.7273;0.7;eigenvector;8;0.99;[]
0.4130;0.7;clustering_coeff;8;0.99;[]
0.3562;0.7;pagerank;8;0.99;[]
0.7273;0.7;hubs;8;0.99;[]
0.3562;0.7;authorities;8;0.99;[]
0.6592;0.7;max_clique;8;0.99;[]
0.4320;0.7;cliques_count;8;0.99;[]
0.4935;0.7;overtime;8;0.99;[]
0.5159;0.7;work_at_weekend;8;0.99;[]
0.4130;0.7;neighborhood_variability_sender;8;0.99;[]
0.4130;0.7;neighborhood_variability_recipient;8;0.99;[]
0.4130;0.7;neighborhood_variability_all;8;0.99;[]
0.3864;0.7;in_degree;9;0.7;[]
0.4808;0.7;out_degree;9;0.7;[]
0.4130;0.7;betweenness;9;0.7;[]
0.4000;0.7;closeness;9;0.7;[]
0.7699;0.7;eigenvector;9;0.7;[]
0.6824;0.7;clustering_coeff;9;0.7;[]
0.3562;0.7;pagerank;9;0.7;[]
0.7692;0.7;hubs;9;0.7;[]
0.4808;0.7;authorities;9;0.7;[]
0.5235;0.7;max_clique;9;0.7;[]
0.4000;0.7;cliques_count;9;0.7;[]
0.4935;0.7;overtime;9;0.7;[]
0.4441;0.7;work_at_weekend;9;0.7;[]
0.4000;0.7;neighborhood_variability_sender;9;0.7;[]
0.4130;0.7;neighborhood_variability_recipient;9;0.7;[]
0.4130;0.7;neighborhood_variability_all;9;0.7;[]
0.3864;0.7;in_degree;9;0.8;[]
0.4808;0.7;out_degree;9;0.8;[]
0.4130;0.7;betweenness;9;0.8;[]
0.4000;0.7;closeness;9;0.8;[]
0.7699;0.7;eigenvector;9;0.8;[]
0.6824;0.7;clustering_coeff;9;0.8;[]
0.3562;0.7;pagerank;9;0.8;[]
0.7692;0.7;hubs;9;0.8;[]
0.4808;0.7;authorities;9;0.8;[]
0.5714;0.7;max_clique;9;0.8;[]
0.4000;0.7;cliques_count;9;0.8;[]
0.4935;0.7;overtime;9;0.8;[]
0.4441;0.7;work_at_weekend;9;0.8;[]
0.4130;0.7;neighborhood_variability_sender;9;0.8;[]
0.4130;0.7;neighborhood_variability_recipient;9;0.8;[]
0.4130;0.7;neighborhood_variability_all;9;0.8;[]
0.3377;0.7;in_degree;9;0.9;[]
0.4808;0.7;out_degree;9;0.9;[]
0.4130;0.7;betweenness;9;0.9;[]
0.4000;0.7;closeness;9;0.9;[]
0.4000;0.7;eigenvector;9;0.9;[]
0.4130;0.7;clustering_coeff;9;0.9;[]
0.3562;0.7;pagerank;9;0.9;[]
0.7336;0.7;hubs;9;0.9;[]
0.4808;0.7;authorities;9;0.9;[]
0.5714;0.7;max_clique;9;0.9;[]
0.4000;0.7;cliques_count;9;0.9;[]
0.4935;0.7;overtime;9;0.9;[]
0.4441;0.7;work_at_weekend;9;0.9;[]
0.4130;0.7;neighborhood_variability_sender;9;0.9;[]
0.4130;0.7;neighborhood_variability_recipient;9;0.9;[]
0.4130;0.7;neighborhood_variability_all;9;0.9;[]
0.3377;0.7;in_degree;9;0.99;[]
0.4808;0.7;out_degree;9;0.99;[]
0.4130;0.7;betweenness;9;0.99;[]
0.4000;0.7;closeness;9;0.99;[]
0.4000;0.7;eigenvector;9;0.99;[]
0.4130;0.7;clustering_coeff;9;0.99;[]
0.3562;0.7;pagerank;9;0.99;[]
0.7336;0.7;hubs;9;0.99;[]
0.3562;0.7;authorities;9;0.99;[]
0.5714;0.7;max_clique;9;0.99;[]
0.4320;0.7;cliques_count;9;0.99;[]
0.4935;0.7;overtime;9;0.99;[]
0.4441;0.7;work_at_weekend;9;0.99;[]
0.4130;0.7;neighborhood_variability_sender;9;0.99;[]
0.4130;0.7;neighborhood_variability_recipient;9;0.99;[]
0.4130;0.7;neighborhood_variability_all;9;0.99;[]
0.5185;0.7;in_degree;10;0.7;[]
0.4414;0.7;out_degree;10;0.7;[]
0.4000;0.7;betweenness;10;0.7;[]
0.4000;0.7;closeness;10;0.7;[]
0.7273;0.7;eigenvector;10;0.7;[]
0.6494;0.7;clustering_coeff;10;0.7;[]
0.3562;0.7;pagerank;10;0.7;[]
0.5441;0.7;hubs;10;0.7;[]
0.5185;0.7;authorities;10;0.7;[]
0.5714;0.7;max_clique;10;0.7;[]
0.4414;0.7;cliques_count;10;0.7;[]
0.3647;0.7;overtime;10;0.7;[]
0.4320;0.7;work_at_weekend;10;0.7;[]
0.4000;0.7;neighborhood_variability_sender;10;0.7;[]
0.5835;0.7;neighborhood_variability_recipient;10;0.7;[]
0.4130;0.7;neighborhood_variability_all;10;0.7;[]
0.5185;0.7;in_degree;10;0.8;[]
0.4414;0.7;out_degree;10;0.8;[]
0.4000;0.7;betweenness;10;0.8;[]
0.4000;0.7;closeness;10;0.8;[]
0.7618;0.7;eigenvector;10;0.8;[]
0.6494;0.7;clustering_coeff;10;0.8;[]
0.3562;0.7;pagerank;10;0.8;[]
0.5441;0.7;hubs;10;0.8;[]
0.5185;0.7;authorities;10;0.8;[]
0.5714;0.7;max_clique;10;0.8;[]
0.4414;0.7;cliques_count;10;0.8;[]
0.3098;0.7;overtime;10;0.8;[]
0.4320;0.7;work_at_weekend;10;0.8;[]
0.4000;0.7;neighborhood_variability_sender;10;0.8;[]
0.4130;0.7;neighborhood_variability_recipient;10;0.8;[]
0.4130;0.7;neighborhood_variability_all;10;0.8;[]
0.5185;0.7;in_degree;10;0.9;[]
0.4414;0.7;out_degree;10;0.9;[]
0.4000;0.7;betweenness;10;0.9;[]
0.4000;0.7;closeness;10;0.9;[]
0.7618;0.7;eigenvector;10;0.9;[]
0.4130;0.7;clustering_coeff;10;0.9;[]
0.3562;0.7;pagerank;10;0.9;[]
0.5441;0.7;hubs;10;0.9;[]
0.5185;0.7;authorities;10;0.9;[]
0.5500;0.7;max_clique;10;0.9;[]
0.4414;0.7;cliques_count;10;0.9;[]
0.3098;0.7;overtime;10;0.9;[]
0.4320;0.7;work_at_weekend;10;0.9;[]
0.4000;0.7;neighborhood_variability_sender;10;0.9;[]
0.4130;0.7;neighborhood_variability_recipient;10;0.9;[]
0.4130;0.7;neighborhood_variability_all;10;0.9;[]
0.5185;0.7;in_degree;10;0.99;[]
0.4414;0.7;out_degree;10;0.99;[]
0.4000;0.7;betweenness;10;0.99;[]
0.4000;0.7;closeness;10;0.99;[]
0.7618;0.7;eigenvector;10;0.99;[]
0.4130;0.7;clustering_coeff;10;0.99;[]
0.3562;0.7;pagerank;10;0.99;[]
0.5441;0.7;hubs;10;0.99;[]
0.5185;0.7;authorities;10;0.99;[]
0.5500;0.7;max_clique;10;0.99;[]
0.4414;0.7;cliques_count;10;0.99;[]
0.3098;0.7;overtime;10;0.99;[]
0.4320;0.7;work_at_weekend;10;0.99;[]
0.4000;0.7;neighborhood_variability_sender;10;0.99;[]
0.4130;0.7;neighborhood_variability_recipient;10;0.99;[]
0.4130;0.7;neighborhood_variability_all;10;0.99;[]
0.5179;0.6;in_degree;2;0.7;[]
0.5179;0.6;out_degree;2;0.7;[]
0.7037;0.6;betweenness;2;0.7;[]
0.4000;0.6;closeness;2;0.7;[]
0.6148;0.6;eigenvector;2;0.7;[]
0.6884;0.6;clustering_coeff;2;0.7;[]
0.6975;0.6;pagerank;2;0.7;[]
0.6017;0.6;hubs;2;0.7;[]
0.6990;0.6;authorities;2;0.7;[]
0.5179;0.6;max_clique;2;0.7;[]
0.6303;0.6;cliques_count;2;0.7;[]
0.5556;0.6;overtime;2;0.7;[]
0.6250;0.6;work_at_weekend;2;0.7;[]
0.6364;0.6;neighborhood_variability_sender;2;0.7;[]
0.5804;0.6;neighborhood_variability_recipient;2;0.7;[]
0.4938;0.6;neighborhood_variability_all;2;0.7;[]
0.5179;0.6;in_degree;2;0.8;[]
0.5179;0.6;out_degree;2;0.8;[]
0.7037;0.6;betweenness;2;0.8;[]
0.4000;0.6;closeness;2;0.8;[]
0.6148;0.6;eigenvector;2;0.8;[]
0.6884;0.6;clustering_coeff;2;0.8;[]
0.6975;0.6;pagerank;2;0.8;[]
0.6017;0.6;hubs;2;0.8;[]
0.6990;0.6;authorities;2;0.8;[]
0.5179;0.6;max_clique;2;0.8;[]
0.6303;0.6;cliques_count;2;0.8;[]
0.5556;0.6;overtime;2;0.8;[]
0.6250;0.6;work_at_weekend;2;0.8;[]
0.6364;0.6;neighborhood_variability_sender;2;0.8;[]
0.5804;0.6;neighborhood_variability_recipient;2;0.8;[]
0.4938;0.6;neighborhood_variability_all;2;0.8;[]
0.4618;0.6;in_degree;2;0.9;[]
0.3185;0.6;out_degree;2;0.9;[]
0.4098;0.6;betweenness;2;0.9;[]
0.4000;0.6;closeness;2;0.9;[]
0.6148;0.6;eigenvector;2;0.9;[]
0.6884;0.6;clustering_coeff;2;0.9;[]
0.6975;0.6;pagerank;2;0.9;[]
0.6017;0.6;hubs;2;0.9;[]
0.4618;0.6;authorities;2;0.9;[]
0.3714;0.6;max_clique;2;0.9;[]
0.4286;0.6;cliques_count;2;0.9;[]
0.5556;0.6;overtime;2;0.9;[]
0.4638;0.6;work_at_weekend;2;0.9;[]
0.6099;0.6;neighborhood_variability_sender;2;0.9;[]
0.5804;0.6;neighborhood_variability_recipient;2;0.9;[]
0.4938;0.6;neighborhood_variability_all;2;0.9;[]
0.4618;0.6;in_degree;2;0.99;[]
0.3185;0.6;out_degree;2;0.99;[]
0.4098;0.6;betweenness;2;0.99;[]
0.4000;0.6;closeness;2;0.99;[]
0.6494;0.6;eigenvector;2;0.99;[]
0.6884;0.6;clustering_coeff;2;0.99;[]
0.3937;0.6;pagerank;2;0.99;[]
0.4225;0.6;hubs;2;0.99;[]
0.4618;0.6;authorities;2;0.99;[]
0.3714;0.6;max_clique;2;0.99;[]
0.4286;0.6;cliques_count;2;0.99;[]
0.5556;0.6;overtime;2;0.99;[]
0.3571;0.6;work_at_weekend;2;0.99;[]
0.6099;0.6;neighborhood_variability_sender;2;0.99;[]
0.5804;0.6;neighborhood_variability_recipient;2;0.99;[]
0.4938;0.6;neighborhood_variability_all;2;0.99;[]
0.5353;0.6;in_degree;3;0.7;[]
0.3937;0.6;out_degree;3;0.7;[]
0.6538;0.6;betweenness;3;0.7;[]
0.4000;0.6;closeness;3;0.7;[]
0.5542;0.6;eigenvector;3;0.7;[]
0.6625;0.6;clustering_coeff;3;0.7;[]
0.6388;0.6;pagerank;3;0.7;[]
0.3684;0.6;hubs;3;0.7;[]
0.6318;0.6;authorities;3;0.7;[]
0.5556;0.6;max_clique;3;0.7;[]
0.6486;0.6;cliques_count;3;0.7;[]
0.5630;0.6;overtime;3;0.7;[]
0.6494;0.6;work_at_weekend;3;0.7;[]
0.6364;0.6;neighborhood_variability_sender;3;0.7;[]
0.5751;0.6;neighborhood_variability_recipient;3;0.7;[]
0.6364;0.6;neighborhood_variability_all;3;0.7;[]
0.5353;0.6;in_degree;3;0.8;[]
0.3571;0.6;out_degree;3;0.8;[]
0.6538;0.6;betweenness;3;0.8;[]
0.4000;0.6;closeness;3;0.8;[]
0.5542;0.6;eigenvector;3;0.8;[]
0.6625;0.6;clustering_coeff;3;0.8;[]
0.6388;0.6;pagerank;3;0.8;[]
0.3684;0.6;hubs;3;0.8;[]
0.2340;0.6;authorities;3;0.8;[]
0.4791;0.6;max_clique;3;0.8;[]
0.3937;0.6;cliques_count;3;0.8;[]
0.5630;0.6;overtime;3;0.8;[]
0.6494;0.6;work_at_weekend;3;0.8;[]
0.6364;0.6;neighborhood_variability_sender;3;0.8;[]
0.5751;0.6;neighborhood_variability_recipient;3;0.8;[]
0.6364;0.6;neighborhood_variability_all;3;0.8;[]
0.2340;0.6;in_degree;3;0.9;[]
0.3571;0.6;out_degree;3;0.9;[]
0.4098;0.6;betweenness;3;0.9;[]
0.4000;0.6;closeness;3;0.9;[]
0.5542;0.6;eigenvector;3;0.9;[]
0.6625;0.6;clustering_coeff;3;0.9;[]
0.3571;0.6;pagerank;3;0.9;[]
0.4000;0.6;hubs;3;0.9;[]
0.2340;0.6;authorities;3;0.9;[]
